0氹	[tam]/1. to cajole someone/2. to pacify someone who is angry
衡	[hàhng]/1. to weigh/2. great, powerful, mighty
衣	[yī]/clothes
衣食無憂	[yī sihk mòuh yāu]/to have no worries about money, to be comfortably well-off
衣食父母	[yī sihk fuh móuh]/(food and clothing parents)/an employer, a patron, someone who is a source of financial support
表	[bíu]/a prefix which mainly denotes cousins with a different surname
表叔	[bíu sūk]/1. maternal uncle, male younger than father/2. a man from mainland China.
表妹	[bíu mūi]/1. maternal younger female cousin/2. a girl from mainland China
表姐	[bíu jé]/1. maternal older female cousin/2. a young woman from mainland China.
表嫂	[bíu sóu]/1. maternal aunt/2. a woman from mainland China.
表錯情	[bíu cho chìhng]/to show the wrong emotion, to react inappropriately having misunderstood someone's meaning.
衫	[sāam]/clothes
衰	[sēui]/1. bad, irritating, useless, annoying/2. to be arrested or convicted of an offence/3. losing face
衰乜嘢	[sēui māt yéh]/a question asked in the police station or prison, as a way of finding out the crime that the addressee is said to have committed, "what did they get you for?", "what are you in for?".
衰人	[sēui yàhn]/(bad person)/un unpleasant person
衰仔	[sēui jái]/a term expressing irritation, anger or mock irritation, used for a man, a "rascal", a "pain", a "naughty boy".
衰佬	[sēui lóu]/a term expressing irritation, anger, or mock irritation, used for a man, a "rascal", a "pain".
衰公	[sēui gūng]/a term expressing irritation, anger, or mock affectionate irritation, used for a man, a "rascal", a "pain".
衰到冇人有	[sēui dou móuh yàhn yáuh]/extremely nasty or bad (a person)
衰到冇得頂	[sēui dou móuh dāk díng]/really unpleasant; extremely obnoxious
衰到貼地	[sēui dou tip déi]/extremely nasty or bad
衰十一	[sēui sahp yāt]/(to commit eleven)/1. to have sex with a minor/2. to be convicted of having sex with a minor (from the eleven-character-phrase used in the wording of the charge, 與未成年少女發生性行為 [yúh méih sìhng nìhng siu néuih faat sāng sing hàhng wàih]).
衰咗	[sēui jó]/1. to have made a mistake, to have failed/2. to be caught doing something wrong
衰女	[sēui néui]/a term expressing irritation, anger, or mock irritation, used for a girl or a young woman, a "rascal", a "pain", a "naughty girl".
衰女包	[sēui néui bāau]/a term expressing irritation, anger, or mock irritation, used for a girl or a young woman, a "rascal", a "pain", a "naughty girl".
衰婆	[sēui pó]/a term expressing irritation, anger, or mock affectionate irritation, used for a woman, a "bitch".
衰收尾	[sēui sāu méih]/to fail in the end, to "fail at the last fence".
衰格	[sēui gaak]/of bad character
衰款	[sēui fún]/nasty looking, of bad quality; of low quality
衰相	[sēui seung]/1. an ugly face/2. an angry face/3. a bad situation
衰神	[sēui sàhn]/(bad spirit)/an unpleasant person
衰衰噉	[sēui sēui gám]/annoying, disgusting, irritating
衰邊瓣	[sēui bīn faahn]/a question asked in the police station or prison, as a way of finding out the crime that addressee is said to have committed, "what did they get your for?", "what are you in for?".
衰鬼	[sēui gwái]/a term expressing irritation, anger, or mock affectionate irritation, used for a man, a "rascal", a "pain".
衰鬼嘢	[sēui gwái yéh]/a nuisance, an irritation, a "pain in the neck"
衰鬼豆	[sēui gwái dáu]/to be naughty, to be a nuisance; a pest
袈裟	[gā sā]/1. monk's robe/2. clothes, triad robes (triad jargon)
袋	[doih/dói]/1. bag/2. a condom (short form of 避孕袋 beih yahn dói)/3. scrotum (from 春袋 chēun dói)
袋袋平安	[doih doih pìhng ōn]/(every pocket is secure)/to acquire and keep safe a sum of money (a pun on 代代平安 doih doih pìhng ōn which is a New Year good wish meaning "peace on each generation").
裙	[kwàhn]/a dress; skirt
裙拉褲甩	[kwàhn lāai fu lāt]/(the skirt pulled up and pants falling down)/to be in a great hurry.
裙腳仔	[kwàhn geuk jái]/a man who is dependent on his family, who cannot take care of himself.
補	[bóu]/to repair; to add to
補數	[bóu sou]/to get revenge or compensation for a slight or a wrong.
補水	[bóu séui]/(to add water)/a payment for overtime work.
補習天王	[bóu jaahp tīn wòhng]/(tutorial king)/a successful entrepreneur running a large scale tutorial school opeartion.
補處	[bóu chyúh]/to have one's virginity restored, a surgical procedure to restore a woman's virginity.
補鑊	[bóu wohk]/(to repair a wok)/1. to get a problem fixed/2. to get someone out of a mess
裝	[jōng]/1. to equip/2. to install/3. to peep/3. to cause trouble, to make difficulties, to trap someone
裝假狗	[jōng gá gáu]/1. false breasts, "falsies"/2. to behave prententiously, to put on airs
裝彈弓	[jōng daahn gūng]/(to instal a spring)/to set a trap
裝模作樣	[jōng mòuh jok yeuhng]/to behave as if one knows everything, to be a know-it-all; to pretend to be something one is not.
褔利	[fūk leih]/benefit, advantage
褪軚	[tan táaih]/to retreat from one's position when confronted by a change in circumstances
褲	[fu]/trousers
褲穿窿	[fu chyūn lūng]/(having a hole in one's trousers)/to have no money
襟	[kām]/1. a lapel/2. durable
襟兄弟	[kām hīng daih]/(men who marry sisters)/two men sleeping with the same woman.
襟計	[kām gai]/a large amount of money
襯	[chan]/to make a match
襯家	[chan gā]/1. in-laws
西	[sāi]/1. west/2. often used as a euphemism for the obscene term for "vagina", 閪 [hāi]
西文	[sāi màhn]/a foreign language (especially a Western language)
西斜	[sāi chèh]/(west oblique)/a house or a flat with a west window deemed undesirable because of the hot afternoon sun beaming through the window
西洋仔	[sāi yèuhng jái]/(Western Ocean boy)/1. a foreigner, a westerner/2. (in Macao) a Portuguese/3. (in Macao) a Macanese (someone of mixed Chinese-Portuguese background, or a Chinese who culturally identifies with Portugal)
西洋菜	[sāi yèuhng choi]/(Western Ocean vegetable)/a foreign girl or young woman, a western girl or young woman
西班牙蒼蠅	[sāi bāan ngàah chōng yìhng]/(Spanish fly)/a preparation used as an aphrodisiac, made from a beetle, "Spanish fly"
西裝友	[sāi jōng yáu]/a man in a suit, a man who wears business suits, a "suit"
西頂	[sāi díng]/a customer who is a westerner (taxi driver jargon)
要人	[yiu yàhn]/an important person
要生要死	[yiu sāang yiu séi]/to be hysterical, to be out of one's mind (e.g. with grief)
覆	[fūk]/to reply
覆卓	[fūk cheuk]/1. to take revenge, to fight back/2. to repeat an action, to go back again
覆灼	[fūk cheuk]/1. to take revenge, to fight back/2. to repeat an action, to go back again
見	[gin]/to see
見一步行一步	[gin yāt bouh hàahng yāt bouh]/to take things as they come, to deal with things one step at a time.
見人講人話見鬼講鬼話	[gin yàhn góng yàhn wá, gin gwái góng gwái wá]/(on meeting a human, one speaks human language, on meeting a ghost, one speaks ghost language)/to try to please everybody, to adapt one's manner to the people one is with, to have many faces, to be insincere
見步行步	[gin bouh hàahng bouh]/to take things as they come, to deal with things one step at a time
見牙唔見牙	[gin ngàh m4 gin ngáahn]/(to see the teeth not the eyes)/to smile broadly; smiling broadly
見紅	[gin hùhng]/1. to see blood/2. bleeding
見過鬼怕黑	[gin gwo gwái pa hāak]/(having seen a ghost, one fears the dark)/a bad experience makes one cautious, "once bitten twice shy".
見鑊打鑊	[gin wohk dá wohk]/1. an expression of a willingess to meet any challenge or threat whenever the occasion arises/2. a threat that the speaker will attack the addressee whenever their paths cross
見高就拜見低就踩	[gin gōu jauh baai, gin dāi jauh cháai]/(bow to the high-ups, trample on the lower orders)/to flatter those above one and bully those below, to be a snob, to treat people differently according to their status
見高拜見低踩	[gin gōu baai gin dāi cháai]/(bow to the high-ups, trample on the lower orders)/to flatter those above one and bully those below, to be a snob, to treat people differently according to their status
見鬼咩	[gin gwái mē]/(did you see a ghost?)/used to express scepticism about a story someone has told, "a likely story!".
規	[kwāi]/rules
親戚	[chān chīk]/relatives
親戚到	[chān chīk dou]/one's period has arrived
親戚巾	[chān chīk gān]/a sanitary napkin
親生仔不如近身錢	[chān sāang jái bāt yùh gahn sān chìhn]/(one's own son is not as close as one's own money)/having one's own money is safer than relying on one's children.
覺	[gaau]/to sleep
覺覺豬	[gàauh gāau jyū]/to go to sleep, to "go sleepy-byes" (child's language)
觀	[gūn]/to look at
觀音兵	[gūn yām bīng]/(Goddess of Mercy soldier)/a man who runs around looking after a woman, a man dominated by his wife, girlfriend, etc.
觀音坐蓮	[gūn yām chóh lìhn]/a sexual position with the woman sitting on top of the man
訂	[dehng]/1. to reserve/2. to book, to place an order/3. a location, a place
計	[gai]/to calculate
計仔	[gái jái]/a neat plan, a smart idea
計數	[gái sou]/1. to calculate/2. to settle a score, to reckon up with an enemy
計條數	[gái tìuh sou]/1. to calculate/2. to settle a score, to reckon up with an enemy
許	[héui]/1. to promise/2. to approve/3. to expect
診	[chán]/1. to examine/2. to have sex, to "screw"
詐	[ja]/to pretend
詐假意	[ja gā yī]/to pretend, to fake an action
詐傻扮懵	[ja sòh baahn múng]/to play the fool, to act stupid
詐嗲	[ja dé]/to sulk, to behave like a spoilt child
詐型	[ja yìhng]/1. to be upset, to be angry, to complain, to moan/2. to bluff, to act the role of, to pretend, to play the fool
詐嬌	[ja gīu]/to sulk, to behave like a spoilt child
詐糊	[ja wú]/1. to call out a winning hand in error (in mahjong)/2. to have a goal disallowed (soccer jargon)/3. to assume that one has been offered a prime role but be disappointed (movie star).
詐詐諦諦	[ja ja dai dai]/to pretend
詐諦	[ja dai]/to pretend
試	[si]/to try
試鐘	[si jūng]/to learn the trade of a prostitute, to get "broken in" as a prostitute
話	[wah]/to say
話之	[wah jī]/used to express indifference on the part of the speaker, "I don't give a damn", "I don't care" .
話事	[wah sih]/(to have the say)/to be the one in charge, the one with the final say
話事人	[wah sih yàn]/the person in charge, the person with the final say
話口未完	[wah háu meih yùn]/used when something happens when one is just talking about it (e.g. one is discussing the fact that the power keeps off and it is suddenly cut again).
話唔埋	[wah m4 màaih]/may easily, possibly, one day, who knows (of an eventuality).
話撚之	[wah lán jī]/a vulgar expression of indifference, "never fucking mind", "who gives a fuck?".
話柄	[wah beng]/a hold over someone, an excuse to harm someone (used in warnings, as in "don't do that or you will give him an excuse to get back at you")
話氣	[wah hei]/tone, tone of voice, manner of speech
話知	[wah jī]/used to express indifference on the part of the speaker, "I don't give a damn", "I don't care" .
話知你	[wah jī léih]/ a dismissive exclamation, "do what you like!", "it's none of my business!".
話頭醒尾	[wah tàu síng méih]/1. smart, clever/2. to be able to take a hint, to be very quick "on the uptake".
話齋	[wah jāai]/used when citing what someone has said as worth taking account of.
該	[gōi]/ought, should
該偎囉	[gōi wūi lo]/an expression of regret or mock-regret at what has happened to someone, "what a shame!".
該死囉	[gōi séi lo]/an expression of irritation or anger, implying that someone has got the fate they deserve, "serves you right!", "serves them right!".
認	[yihng]/1. to admit/2. to recognise
認低威	[yihng dāi wāi]/(confessing one's low dignity)/to admit being inferior, to be humble, to lose face
認叻	[yihng lēk]/(to claim to be smart)/to brag; to boast
認屎認屁	[yihng sí yihng pei]/(claim shit and claim fart)/to be boastful and arrogant
認親認戚	[yihng chān yihng chīk]/(to recognise someone as a relation)/to seek aggressively a close relationship with someone.
誓	[saih]/an oath
誓神劈願	[saih sàhn pek yuhn]/(to swear to a god and make a pledge)/to swear a solemn oath
誓願當食生菜	[saih yuhn dong sihk sāang choi]/(to swear an oath as if eating lettuce)/to make easy promises one is not intending to keep
調	[diuh]/to transfer
調倉	[diuh chōng]/to transfer between cells in prison, to change cells.
請	[chéng]/to invite
請帖	[chéng típ]/1. invitation card/2. a parking ticket
請槍	[chéng cheūng]/to ask other people to do something that one should do oneself.
請鎗	[chéng cheūng]/to ask other people to do something that one should do oneself.
請飲咖啡	[chéng yám ga fē]/(to invite for coffee)/to bring a suspect in for questioning (ICAC)
論	[leuhn]/to discuss
論盡	[leuhn jeuhn]/clumsy
論論盡盡	[leuhn leuhn jeuhn jeuhn]/very clumsy
諗	[nám]/1. to think/2. to consider
諗唔開	[nám m4 hōi]/to be unable to cope, to be at the end of one's tether
諗埋一面	[nám màaih yāt mihn]/to only think of something bad
諗掂	[nám dihn]/to sort something out, to think what to do
諗縮數	[nám sūk sou]/to be cunning or crafty, to act in a tricky way
諗頭	[nám tàuh]/ideas or solutions to problems
諦	[dai]/to mock, to speak sarcastically or iconically about someone.
諸	[jyū]/all, various
諸事	[jyū sih]/(various matters)/nosy
諸事八卦	[jyū sih baat gwa]/(various matters eight diagrams)/nosy
諸事婆	[jyū sih pó]/(various matters woman)/a gossip, a trouble-maker
諸事理	[jyū sih lēi]/a gossip, a nosy person
諸多事幹	[jyū dō sih gon]/nosy, interfering
謀	[màuh]/1. to plan/2. to plot
謀人寺	[màuh yàhn jí]/(a temple where people are murdered)/a business that charges excessive prices (e.g. a hotel, a restuarant, etc.).
講	[góng]/to talk
講三字經	[góng sāam jih gīng]/(to talk three-character classic)/to use swear words
講三講四	[góng sāam góng sei]/(to talk three talk four)/to gossip
講乜撚嘢	[góng māt lán yéh]/an obscene and aggressive expression used to challenge someone, to dismiss what they are saying, to make them stop talking, often carrying an implied threat, "you're fucking full of shit!", "who the fuck are you?".
講乜春呀	[góng māt chēun a?]/a challenge to what someone is saying, "what are you bullshitting about?".
講你老母	[góng néih lóuh móu]/(to speak your mother)/an aggressive and insulting way of telling someone to stop talking, "will you fucking shut up!".
講口唔講手	[góng háu m4 góng sáu]/to talk but not act, to be "all talk and no action".
講口齒	[góng háu chí]/1. to keep a promise, to keep one's word/2. trustworthy
講句駁句	[góng geui bok geui]/to keep arguing, to talk back, to continue to raise irritating objections
講唔埋欄	[góng m4 màaih lāan]/(talk not wholesale market)/1. to be unable to reach a consensus/2. to be unable to find common ground for discussion/3. the sides are still far apart
講嘢呀	[góng yéh àh?]/(are you talking?)/used to challenge someone, to dismiss what they are saying, to make them stop talking, often carrying an implied threat of violence, "you're full of shit!", "who the hell are you?".
講嘢有骨	[góng yéh yáuh gwāt]/ironic, not speaking directly
講多無謂	[góng dō mòuh waih]/there is no use talking, there is nothing more to say, "talk is cheap", "let's get on with it".
講數	[góng sou]/(to talk number)/to settle a dispute, to negotiate terms of agreement
講是非	[góng sih fēi]/to gossip
講波	[góng bō]/a commentary on a football match
講究	[góng gau]/1. to be particular about/2. to have a good eye for, or good taste in (clothes, food, etc.).
講笑搵第樣	[góng siu wán daih yéung]/(if you want to joke, find something else)/used to dismiss a joke or suggestion, "this is no laughing matter".
講耶穌	[góng yèh sōu]/(to talk of Jesus)/1. to preach/2. to lecture/2. to moralise in an empty, pompous or foolish way.
講聲對唔住	[góng sēng deui m4 jyuh]/to apologise
講鬼話	[góng gwái wá]/to talk nonscene, to talk bullshit
謝	[jeh]/1. wither/2. tired, worn out, exhausted/3. in a bad situation/4. beaten to submission/4. dead
謝皮	[jeh pèih]/(wither skin)/to die
識	[sīk]/to know
識...老鼠	[sīk...lóuh syú]/to not know someone, to not recognise someone as having authority or status/●我識你老鼠 [ngóh sīk néih lóuh syú] I've never heard of you.
識do	[sīk dū]/to know what is best to do, to know the right way to proceed
識做	[sīk jouh]/1. to know what is best to do/2. to need no further instructions
識少少，扮代表	[sīk síu síu, baahn doih bíu]/(to know a little but pretend to be a representative)/used to criticise someone who is aggressively assertive but does not know what they are talking about
識撈	[sīk lōu]/1. to know how to make money/2. to know what is best to do
識貨	[sīk fo]/(to know the goods)/to have good taste, to know how to choose, to have a good eye for something
識趣	[sīk chui]/to know what is best to do
識飲識食	[sīk yám sík sihk]/(to know how to drink and how to eat)/to enjoy life to the full, to enjoy the pleasures of life
讀	[duhk]/to study
讀勝	[duhk sing]/(to read win)/to read books, to study (a euphemism used by gamblers because 書 syū "book" is homonymous with 輸 syū "lose").
讀屎片	[duhk sí pín]/(to read diaper)/1. to be ignorant/2. to have studied something useless, to have learned nothing while studying
讀贏	[duhk yèhng]/(to read win)/to read books (a euphemism used byb gamblers because 書 syū "book" is homonymous with 輸 syū "lose").
變	[bin]/to transform
變態	[bin taai]/abnormal; perverted.
變態佬	[bin taai lóu]/an abnormal man, a sexual pervert
變態婆	[bin taai pòh]/an abnormal woman, a sexual pervert
谷住度氣	[gūk jyuh douh hei]/(to hold one's breath)/to contain one's anger, to "bottle up" one's rage.
谷氣	[gūk hei]/angry, bad tempered, moody, in a bad mood
谷精上腦	[gūk jīng séuhng nóuh]/(to have sperm pumping up to the brain)/(of a man) to be sexually frustrated, to have not had sex in a long time.
豆	[dáu]/beans
豆丁	[dauh dēng]/(bean)/a small child, a kid
豆泥	[dauh nàih]/of low quality; poor in quality (e.g. performance at work, in exams, etc.).
豆泥餐廳	[dauh nàih chāan tēng]/a shabby restaurant
豆皮	[dauh pèih]/(bean skin)/pock-marked; freckled
豆皮佬	[dauh pèih lóu]/a man with a pock-marked face.
豆腐	[dauh fuh]/1. bean curd, tofu/2. weak
豆腐刀	[dauh fuh dōu]/(bean curd knife)/an indecisive person, a "fence-sitter".
豆腐婆	[dauh fuh pó]/(bean curd woman)/a lesbian
豆腐膶	[dauh fuh yéun]/(bean curd liver)/very small, tiny (usually applied to an apartment).
豆釘	[dauh dēng]/(bean)/a small child, a kid
豈	[héi]/1. how/2. what
豈勢咁	[héi sai gám]/as much as possible, as extreme as possible
豈有此理	[héi yáuh chí léih]/(how come there is this reason?)/an expression of anger, strong irritation, "how outrageous!".
豪	[hòuh]/1. brave/2. to be generous/3. to be proud, to be successful/4. generous-minded
豪爽	[hòuh sóng]/to be generous
豬	[jyū]/1. a pig/2. a virgin
豬丙	[jyū bíng]/(pig name)/an idiot
豬仔Plan	[jyū jái plēn]/(piglet plan)/an insurance scheme specifically for children and young people (insurance agent's jargon).
豬兜	[jyū dāu]/(pig dish)/an idiot
豬咁蠢	[jyū gam chéun]/(as stupid as a pig)/very stupid
豬嘜	[jyū māk]/(pig brand)/an idiot
豬噏	[jyū āp]/(pig talk)/to talk nonsense.
豬扒	[jyū pá]/(pork cutlet)/an ugly or fat woman
豬朋狗友	[jyū pàhng gáu yáuh]/to have friends who are a bad influence, to have friends with bad habits or low morals.
豬標	[jyū bīu]/(pig dart)/an idiot
豬油包	[jyū yàuh bāau]/used to describe someone moving or reacting slowly or apathetically.
豬泵兜	[jyū damn dāu]/(pig hanging dish)/an idiot
豬籠入水	[jyū lùhng yahp séui]/(pig basket enter water)/to have many different ways to make money, to have money coming from many different enterprises or sources.
豬頭	[jyū tàuh]/(pig's head)/badly beaten
豬頭丙	[jyū tàuh bíng]/a fool, a blockhead
豬頭喇叭咀	[jyū tàuh la bā jéui]/(pig's head trumpet mouth)/badly beaten
豬頭嘜	[jyū tàuh māk]/an idiot
豬頭骨	[jyū tàuh gwāt]/an unprofitable business, a business in which it is hard to make money.
豬髧兜	[jyū damn dāu]/(pig hanging dish)/an idiot
豬鳩	[jyū gāu]/(pig prick)/a generic insult, "bastard", "shit".
貓	[māau]/1. a cat/2. to be drunk/3. to be high on drugs
貓仔	[māau jái]/kitten
貓咗	[māau jó]/1. to be drunk/2. to be high on drugs
貓尿	[māau liuh]/(cat's urine)/tears
貓機	[māau gēi]/(cat device)/a device for detecting mobile short-wave radios when used by taxi and truck drivers (taxi driver jargon).
貓王	[māau yéung]/(cat face)/1. an ugly face/2. an unwelcome "face", i.e. an unwelcome person
貓鬚	[māau sōu]/cat whiskers
貔貅	[pèih yāu]/(legendary leopard)/badly behaved children
負	[fu]/negative
負氣	[fu hei]/(negative air)/to be grumpy
財	[chòih]/wealth
財不可露眼	[chòih bāt hó louh ngáahn]/(money should not be exposed to the eyes)/don't flaunt your wealth.
財主佬	[chòih jyú lóu]/a rich man.
財爺	[chòih yèh]/1. a very rich person/2. the financial secretary of the Hong Kong Government.
財神爺	[chòih sàhn yèh]/(wealth god)/1. a very rich person/2. the financial secretary of the Hong Kong Government.
財路	[chòih louh]/a way of making money, a profitable source of income, a good line of business.
貢	[gung]/1. to move around an area/2. to spend most of one's time in an area
貨	[fo]/1. goods, product/2. money/3. stolen goods/4. drugs
貨櫃佬	[fo gwaih lóu]/a container truck driver
貨色	[fo sīk]/1. type of goods/2. a type, kind of person, character
貪	[tāam]/greedy
貪口爽	[tāam háu sóng]/to speak without thinking, to speak rashly or thoughtlessly
貪威識食	[tāam wāi sīk sihk]/someone who likes to be the centre of attention
貪字得個貧	[tāam jih dāk go pàhn]/(the written character for "greed" lead to that for "poverty")/being greedy will lead one into poverty
貪得意	[tāam dāk yi]/curious
責袋	[jaak dói]/used to refer to spending money, money give to "tide someone over", to "keep someone going".
貴	[gwai]/expensive
貴利	[gwai léi]/(expensive profit)/loan-sharking
貴利佬	[gwai léi lóu]/a loan-shart, a usurer
貴到飛起	[gwai dou fēi héi]/extraordinarily expensive
貴夾唔飽	[gwai gaap m4 báau]/(expensive and not enough to satisfy)/over-priced, not good value and not practical.
買	[máaih]/1. to buy/2. to bet, to place a bet on/3. to kill, to have killed
買full鐘	[máaih fū jūng]/(to buy the full hours)/to pay to take out a hostess from a night-club, to pay a "bar-fine".
買全鐘	[máaih chyùhn jūng]/(to buy the full hours)/to pay to take out a hostess from a night-club, to pay a "bar-fine".
買大	[máaih daaih]/to defecate
買大細	[máaih daaih sai]/(to gamble at big and small)/risky, unpredictable (business, venture)
買定離手	[máaih dihng lèih sáu]/an instruction in gambling games for the gamblers to place no more bets and to keep their hands off the table.
買少見少	[máaih síu gin síu]/(not many to buy, not many to see)/to become increasingly scarce.
買板唔知埞	[máaih báan m4 jī dehng]/(don't know where to buy wood for coffin)/1. what the hell are you playing at/2. who do you think you are?
買棺材唔知埞	[máaih gūn chòih m4 jī dehng]/(don't know where to buy coffin)/1. what the hell are you playing at?/2. who do you think you are?
買水	[máaih séui]/a ceremony carried out by the eldest son for a dead parent.
買贏	[máaih yèhng]/to bet on, to bet that someone or something will win.
買起	[máaih héi]/(to buy up)/1. to kill/2. to injure someone
買鐘	[máaih jūng]/to buy the time of a nightclub hostess or prostitute, to take a hostess out of the club for sex
買餅	[máaih béng]/Yuen Long, a place in the western New Territories of Hong Kong.
貼	[tip]/to paste/[tīp]/to guess
貼佬	[tip lóu]/(extra bloke)/to give money secretly to one's lover (said of a married woman)
貼堂	[tip tòhng]/to let everyone know, to announce something to all the world
貼士	[tip sí]/(<tips)/a tip, a hint
貼街招	[tip gāai jīu]/to let everyone know, to announce something to all the world
貼錢買難受	[tip chín máaih laahn sauh]/to pay money but get treated badly, to get bad service
貼錯門神	[tip cho mùhn sàhn]/(to paste up the door gods wrongly)/to become hostile, to turn aggressive and nasty (since the door gods are normally pasted up so that they face each other, put if put up wrongly they face away from each other).
賊	[chaahk/cháak]/a thief
賊眉賊眼	[chaahk méih chaahk ngáahn]/(robber brows robber eyes)/1. to look like a crook/2. to have a shifty look
賓	[bān]/a guest
賓佬	[bān lóu]/a Filipino man, a "Filipino guy".
賓周	[bān jāu]/the penis
賓周仔	[bān jāu jái]/the penis
賓壚咁嘅場面	[bān hēui gám ge chèuhng mín]/(Bur Hur like scene)/an extravagant scene, e.g. a wild party or a huge banquet.
賓妹	[bān mūi]/1. a Filipino girl or young woman/2. a Filipino domestic helper in Hong Kong.
賓婆	[bān pó]/a Filipino woman.
賓州	[bān jāu]/the penis
賓州仔	[bān jāu jái]/the penis
賠	[pùih]/to compensate
賠你條命	[pùih néih tìuh mehng]/(to pay back your life)/a riposte to someone who asks for the repayment for a debt, "pay you back, you've got to be joking!"
賠水	[pùih séui]/to pay compensation
賠起	[pùih héi]/to be able to pay one's debts
賣	[maaih]/to sell
賣剩蔗	[maaih jihng je]/(to sell left behind cane)/1. something or somebody rejected as useless/2. something or someone that no one wants, something unwanted left behind
賣口乖	[maaih háu gwāai]/to sweet-talk, to talk in seductive or appealing way
賣命	[maaih mehng]/1. to sacrifice oneself/2. to be loyal to the extent that one will do anything for one's boss or commander
賣大包	[maaih daaih bāau]/to sell something cheaply, to sell off something at giveaway prices
賣檯	[maaih tói]/(to sell table)/1. to sell space in an arcade or department store or a building to another business/2. to sub-contract space to another business/3. to sell the right to a product trademark or license
賣生藕	[maaih sāang ngáuh]/(to sell raw lotus-root)/to flirt
賣甩	[maaih lāt]/to get rid of, to escape from, to "shake off" (a pursuer, an unwanted companion).
賣笑	[maaih siu]/to work as prostitute
賣肉	[maaih yuhk]/(to sell meat)/to offer sex for a living
賣花讚花香	[maaih fā jaan fā hēung]/(flower sellers praise the scent of their flowers)/to boast, to "sing one's own praises".
賣血	[maaih hyut]/to be poor, to be so poor as to have nothing to sell except one's blood
賣豬仔	[maaih jyū jái]/(to sell a little pig)/1. to lead someone into a trap/2 to con, to deceive, to defraud
賣鹹蛋	[maaih hàahm dáan]/(to sell salted eggs)/to die to have died
賣鹹魚	[maaih hàahm yú]/(to sell salted fish)/to be dead, to have died
賣鹹鴨蛋	[maaih hàahm ngaap dáan]/(to sell salted duck eggs)/to be dead, to have died
賤	[jihn]/cheap
賤人	[jihn yàhn]/(low class person)/a person of bad character; a vulgar person, a "low life".
賤友	[jihn yáu]/(low class friend)/a person of bad character; a vulgar person, a "low life".
賤格	[jihn gaak]/a bad character, a "low-life", "scum".
賤格佬	[jihn gaak lóu]/a bad character, a "low-life", "scum".
賤泥	[jihn nàih]/(low class person)/a person of bad character; a vulgar person, a "low life".
賤物鬥窮人	[jihn maht dau kèhng yàhn]/(cheap things vs poor people)/a situation of falling wages and falling prices.
賤狗	[jihn gáu]/a person of bad character, a "low-life", a scoundrel.
賤精	[jihn jīng]/(low class spirit)/a low class person, a person of bad character
賤貨	[jihn fo]/(cheap goods)/a loose woman
賤閪	[jihn hāi]/(cheap cunt)/an obscene insult, approximately equivalent to calling someone a "fucking bastard" or a "cunt".
賤骨頭	[jihn gwāt tàuh]/(cheap bones)/a person of bad character, a "low-life", a scoundrel.
質	[jāt]/1. quality/2. to beat, to hit/3. to force down the price (e.g.of a share)/4. to stub out a cigarette/5. to offer
賭	[dóu]/to gamble
賭仔	[dóu jái]/a professional gambler
賭大細	[dóu daaih sai]/(to play big small)/1. to take risk/2. risky, unpredictable (business, venture).
賭數	[dóu sou]/a gambling debt
賭檔	[dóu dong]/(gamble stall)/a gambling-house, a gambling den.
賭王	[dóu wòhng]/1. gambling king/2. a nickname for 何鴻燊 Stanley Ho, the current holder of a gambling enterprise in Macau.
賭神	[dóu sàhn]/(god of gamblers)/a gambler gifted with superhuman intuition, skill, etc., the "god of gamblers" (title of a popular film series).
賭鬼	[dóu gwái]/a gambler (derogatroy).
賴	[laai]/to evade/[láai]/to lick
賴地硬	[laaih deih ngaahng]/to make excuses
賴死	[laaih séi]/to be reluctant to do something one is supposed to.
賴貓	[laai māau]/to evade responsibility, to avoid taking the blame
賴鞋底	[láai hàaih dái]/(to lick shoe buttom)/to fail in an attempt to curry favour with someone, to try and curry favour with the wrong person.
賺	[jaahn]/to earn
賺錢買花戴	[jaahn chín máaih fā daai]/(to earn money for buying flowers to wear)/to not need one's salary for living expenses, to be able to spend one's salary on luxuries (usually of women).
贏	[yèhng]/to win
贏面	[yèhng mín]/(win face)/percentage profit, gain
赤	[chek]/1. red/2. painful
赤柱	[chek chyúh]/1. Stanley/2. a prison (after a prison on Hong Kong island at Stanley)
走	[jáu]/1. to run/2 to go away
走佬	[jáu lóu]/1. to be on the run (especially from the police)/2. to run away/3. to flee from a creditor
走光	[jáu gwōng]/to reveal some flesh, to expose oneself inadvertently (e.g. when a woman's clothes slip).
走堂	[jáu tòhng]/to play truant from school, to skip classes.
走夾唔抖	[jáu gaap m4 táu]/to run away, to flee, to run for one's life
走寶	[jáu bóu]/to miss a valuable chance
走後門	[jáu hauh mún]/(to go by the back door)/1. to achieve one's goal by using unofficial channels/2. to use connections or personnel contacts in dealing with bureaucracy.
走投	[jáu tàuh]/to go away, to leave, to flee
走撚開	[jáu lán hōi]/an obscene expression used to tell someone to leave, "fuck off!".
走數	[jáu sou]/to avoid repaying debts
走法律罅	[jáu faat leuht la]/(to use a gap in law)/to exploit a legal loophole.
走火	[jáu fó]/to come sexuallly, to have an ejaculation
走狗	[jáu gáu]/a slavish subordinate, a traitor who serves the enemy, a "running dog".
走甩	[jáu lāt]/to get away, to escape, to "shake off".
走白牌	[jáu baahk páai]/a private car used as an illegal or informal taxi, "gypsy cab".
走盞	[jáu jáan]/to back out, to change one's mind, to withdraw from an agreement.
